kierunek;wynagrodzenie;uczelnia;rok;forma;poziom;wskaznik;binary;województwo;stopa_bezr;absolwenci;kierunki
 Informatyka ;8191,8; Polsko-Japońska Akademia Technik Komputerowych ;2018;Niestacjonarne;I stopnia; 1.62 ;Drugi prog;mazowieckie;4,9;113;Kierunki ścisłe
 Informatyka ;7393,6; Polsko-Japońska Akademia Technik Komputerowych ;2018;Niestacjonarne;I stopnia; 1.55 ;Drugi prog;mazowieckie;4,9;113;Kierunki ścisłe
 Zarządzanie ;8663,45; Polsko-Japońska Akademia Technik Komputerowych ;2018;Niestacjonarne;I stopnia; 1.36 ;Drugi prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Architektura wnętrz ;4287,61; Polsko-Japońska Akademia Technik Komputerowych ;2018;Niestacjonarne;I stopnia; 0.85 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki techniczne
 Grafika ;5071,55; Polsko-Japońska Akademia Technik Komputerowych ;2018;Niestacjonarne;II stopnia; 0.75 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki techniczne
 Informatyka ;4673,14; Polsko-Japońska Akademia Technik Komputerowych ;2018;Stacjonarne;II stopnia; 0.69 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ścisłe
 Informatyka ;3948,8; Polsko-Japońska Akademia Technik Komputerowych ;2018;Stacjonarne;I stopnia; 0.69 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ścisłe
 Informatyka ;3866,19; Polsko-Japońska Akademia Technik Komputerowych ;2018;Stacjonarne;I stopnia; 0.67 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ścisłe
 Grafika ;3224,18; Polsko-Japońska Akademia Technik Komputerowych ;2018;Niestacjonarne;I stopnia; 0.65 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki techniczne
 Zarządzanie ;4193,41; Polsko-Japońska Akademia Technik Komputerowych ;2018;Stacjonarne;I stopnia; 0.63 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Grafika ;2712,74; Polsko-Japońska Akademia Technik Komputerowych ;2018;Stacjonarne;Jednolite-magisterskie; 0.5 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki techniczne
 Kulturoznawstwo ;2936,57; Polsko-Japońska Akademia Technik Komputerowych ;2018;Stacjonarne;I stopnia; 0.44 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki społeczne
 Grafika ;2100; Polsko-Japońska Akademia Technik Komputerowych ;2018;Niestacjonarne;I stopnia; 0.41 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki techniczne
 Grafika ;2055,56; Polsko-Japońska Akademia Technik Komputerowych ;2018;Stacjonarne;I stopnia; 0.4 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki techniczne
 Architektura wnętrz ;1923; Polsko-Japońska Akademia Technik Komputerowych ;2018;Stacjonarne;I stopnia; 0.29 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki techniczne
 Grafika ;1626,97; Polsko-Japońska Akademia Technik Komputerowych ;2018;Stacjonarne;I stopnia; 0.27 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki techniczne
 Grafika ;1583,39; Polsko-Japońska Akademia Technik Komputerowych ;2018;Stacjonarne;II stopnia; 0.24 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki techniczne
 Administracja ;3101,27; Prywatna Wyższa Szkoła Nauk Społecznych, Komputerowych i Medycznych z siedzibą w Warszawie ;2018;Niestacjonarne;I stopnia; 0.63 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki społeczne
 Kosmetologia ;2187,96; Prywatna Wyższa Szkoła Nauk Społecznych, Komputerowych i Medycznych z siedzibą w Warszawie ;2018;Niestacjonarne;I stopnia; 0.47 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki medyczne
 Informatyka ;4528,06; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;II stopnia; 1.11 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ścisłe
 Informatyka ;4808,41; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 1.1 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ścisłe
Kierunki humanistyczne;5457,68; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;II stopnia; 0.96 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ścisłe
 Logistyka ;3684,01; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.86 ;Pierwszy prog;łódzkie;6,1;75;Kierunki techniczne
 Bezpieczeństwo narodowe ;3932,09; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;II stopnia; 0.86 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Zarządzanie ;4306,67; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;II stopnia; 0.86 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ekonomiczne
 Bezpieczeństwo wewnętrzne ;3402,96; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.85 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Zdrowie publiczne ;3244,08; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.83 ;Pierwszy prog;łódzkie;6,1;75;Kierunki medyczne
 Bezpieczeństwo narodowe ;4081,2; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.82 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Zarządzanie ;3362,49; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;II stopnia; 0.82 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ekonomiczne
 Fizjoterapia ;3354,2; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.81 ;Pierwszy prog;łódzkie;6,1;75;Kierunki medyczne
 Ekonomia ;3063,52; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;II stopnia; 0.8 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ekonomiczne
Kierunki humanistyczne;3722,77; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.8 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ścisłe
 Logistyka ;4266,16; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.8 ;Pierwszy prog;łódzkie;6,1;75;Kierunki techniczne
 Zarządzanie ;3442,61; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;II stopnia; 0.79 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ekonomiczne
 Bezpieczeństwo wewnętrzne ;3470,46; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;II stopnia; 0.78 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Zarządzanie ;3247,81; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.78 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ekonomiczne
 Bezpieczeństwo narodowe ;3654,51; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.76 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Dziennikarstwo i komunikacja społeczna ;3713,39; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;II stopnia; 0.76 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Zarządzanie ;3237,47; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.75 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ekonomiczne
 Zarządzanie ;3237,47; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.75 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ekonomiczne
 Fizjoterapia ;3002,74; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;II stopnia; 0.75 ;Pierwszy prog;łódzkie;6,1;75;Kierunki medyczne
 Psychologia ;3284,24; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Stacjonarne;Jednolite-magisterskie; 0.75 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Finanse i rachunkowość ;3349,3; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.74 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ekonomiczne
 Zarządzanie ;3786,69; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;II stopnia; 0.74 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ekonomiczne
 Zarządzanie ;3323,61; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.73 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ekonomiczne
 Finanse i rachunkowość ;3477,16; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.72 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ekonomiczne
 Zarządzanie ;3277,33; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.7 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ekonomiczne
 Grafika ;3747,36; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.68 ;Pierwszy prog;łódzkie;6,1;75;Kierunki techniczne
 Pedagogika ;2768,91; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.67 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Zarządzanie ;2502,24; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.67 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ekonomiczne
 Pedagogika ;3000,25; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;II stopnia; 0.66 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
Kierunki humanistyczne;3035,03; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;II stopnia; 0.66 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ścisłe
 Geodezja i kartografia ;2783,54; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.66 ;Pierwszy prog;łódzkie;6,1;75;Kierunki techniczne
 Zarządzanie ;2597,13; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.65 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ekonomiczne
 Administracja ;3511,26; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.65 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Ekonomia ;2483,42; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.63 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ekonomiczne
 Psychologia ;2997,22; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;Jednolite-magisterskie; 0.63 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Administracja ;2709,3; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.63 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Socjologia ;3170,73; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.62 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
Kierunki humanistyczne;3067,95; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.62 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ścisłe
 Fizjoterapia ;2903,6; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;II stopnia; 0.62 ;Pierwszy prog;łódzkie;6,1;75;Kierunki medyczne
 Pedagogika ;2560,77; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.6 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Fizjoterapia ;3292,2; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Stacjonarne;I stopnia; 0.6 ;Pierwszy prog;łódzkie;6,1;75;Kierunki medyczne
 Architektura ;3009,59; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.59 ;Pierwszy prog;łódzkie;6,1;75;Kierunki techniczne
 Fizjoterapia ;2295,59; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.59 ;Pierwszy prog;łódzkie;6,1;75;Kierunki medyczne
 Pedagogika ;2674,95; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.59 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Dziennikarstwo i komunikacja społeczna ;3789,16; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.58 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Zarządzanie ;2637,25; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.58 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ekonomiczne
 Fizjoterapia ;2300; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Stacjonarne;I stopnia; 0.58 ;Pierwszy prog;łódzkie;6,1;75;Kierunki medyczne
 Fizjoterapia ;2465,51; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.56 ;Pierwszy prog;łódzkie;6,1;75;Kierunki medyczne
 Fizjoterapia ;2662,24; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;II stopnia; 0.56 ;Pierwszy prog;łódzkie;6,1;75;Kierunki medyczne
 Grafika ;2247,3; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.53 ;Pierwszy prog;łódzkie;6,1;75;Kierunki techniczne
 Zarządzanie ;3006,03; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Stacjonarne;I stopnia; 0.51 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ekonomiczne
 Fizjoterapia ;2009,72; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.47 ;Pierwszy prog;łódzkie;6,1;75;Kierunki medyczne
 Pedagogika ;2214,47; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.45 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Kosmetologia ;2023,3; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;II stopnia; 0.44 ;Pierwszy prog;łódzkie;6,1;75;Kierunki medyczne
 Kosmetologia ;2127,68; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.43 ;Pierwszy prog;łódzkie;6,1;75;Kierunki medyczne
Kierunki humanistyczne;2810,22; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Stacjonarne;I stopnia; 0.42 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ścisłe
 Bezpieczeństwo narodowe ;2145,84; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Stacjonarne;I stopnia; 0.41 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Pedagogika ;2236,71; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Stacjonarne;I stopnia; 0.37 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Organizacja produkcji filmowej i telewizyjnej ;1511,41; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Stacjonarne;I stopnia; 0.34 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Logistyka ;2174,32; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Stacjonarne;I stopnia; 0.34 ;Pierwszy prog;łódzkie;6,1;75;Kierunki techniczne
 Grafika ;2115,93; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Stacjonarne;I stopnia; 0.33 ;Pierwszy prog;łódzkie;6,1;75;Kierunki techniczne
 Bezpieczeństwo narodowe ;2039,59; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Stacjonarne;I stopnia; 0.33 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Dziennikarstwo i komunikacja społeczna ;2013,24; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Stacjonarne;I stopnia; 0.3 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Zarządzanie ;1630,1; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Stacjonarne;II stopnia; 0.3 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ekonomiczne
 Stosunki międzynarodowe ;1561,2; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Stacjonarne;I stopnia; 0.23 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ekonomiczne
 Turystyka i rekreacja ;1424,33; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Stacjonarne;I stopnia; 0.2 ;Pierwszy prog;łódzkie;6,1;75;Kierunki medyczne
 Organizacja produkcji filmowej i telewizyjnej ;1197,14; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.17 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Organizacja produkcji filmowej i telewizyjnej ;1197,14; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia; 0.17 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Analiza danych - big data ;8191,39; Szkoła Główna Handlowa w Warszawie ;2018;Niestacjonarne;II stopnia; 1.66 ;Drugi prog;mazowieckie;4,9;113;Kierunki ścisłe
 Finanse i rachunkowość ;7650,94; Szkoła Główna Handlowa w Warszawie ;2018;Stacjonarne;II stopnia; 1.57 ;Drugi prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Metody ilościowe w ekonomii i systemy informacyjne - k. unikatowy ;7137,17; Szkoła Główna Handlowa w Warszawie ;2018;Niestacjonarne;II stopnia; 1.36 ;Drugi prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Analiza danych - big data ;6954; Szkoła Główna Handlowa w Warszawie ;2018;Stacjonarne;II stopnia; 1.33 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ścisłe
 Zarządzanie ;6481,53; Szkoła Główna Handlowa w Warszawie ;2018;Niestacjonarne;II stopnia; 1.25 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Finanse i rachunkowość ;6477,4; Szkoła Główna Handlowa w Warszawie ;2018;Stacjonarne;II stopnia; 1.25 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Metody ilościowe w ekonomii i systemy informacyjne - k. unikatowy ;6547,51; Szkoła Główna Handlowa w Warszawie ;2018;Stacjonarne;II stopnia; 1.24 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 E-biznes ;6217,63; Szkoła Główna Handlowa w Warszawie ;2018;Niestacjonarne;II stopnia; 1.14 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Finanse i rachunkowość ;5903,99; Szkoła Główna Handlowa w Warszawie ;2018;Niestacjonarne;II stopnia; 1.14 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Międzynarodowe stosunki gospodarcze - k. unikatowy ;5937,99; Szkoła Główna Handlowa w Warszawie ;2018;Stacjonarne;II stopnia; 1.01 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Zarządzanie ;5502,73; Szkoła Główna Handlowa w Warszawie ;2018;Stacjonarne;II stopnia; 0.97 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Ekonomia ;5707,62; Szkoła Główna Handlowa w Warszawie ;2018;Stacjonarne;II stopnia; 0.96 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 E-biznes ;5523,62; Szkoła Główna Handlowa w Warszawie ;2018;Stacjonarne;II stopnia; 0.95 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Ekonomiczna analiza prawa - k. unikatowy ;5461,95; Szkoła Główna Handlowa w Warszawie ;2018;Stacjonarne;II stopnia; 0.94 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Makrokierunek - International Business ;5005,47; Szkoła Główna Handlowa w Warszawie ;2018;Stacjonarne;II stopnia; 0.93 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Metody ilościowe w ekonomii i systemy informacyjne - k. unikatowy ;4270,23; Szkoła Główna Handlowa w Warszawie ;2018;Niestacjonarne;I stopnia; 0.9 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Zarządzanie ;4533,63; Szkoła Główna Handlowa w Warszawie ;2018;Niestacjonarne;I stopnia; 0.86 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Ekonomia ;5535,3; Szkoła Główna Handlowa w Warszawie ;2018;Niestacjonarne;II stopnia; 0.84 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Finanse i rachunkowość ;4569,29; Szkoła Główna Handlowa w Warszawie ;2018;Niestacjonarne;I stopnia; 0.81 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Metody ilościowe w ekonomii i systemy informacyjne - k. unikatowy ;4398,49; Szkoła Główna Handlowa w Warszawie ;2018;Stacjonarne;I stopnia; 0.77 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Finanse i rachunkowość ;4223,16; Szkoła Główna Handlowa w Warszawie ;2018;Stacjonarne;I stopnia; 0.76 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Globalny biznes, finanse i zarządzanie (governance) ;4381,74; Szkoła Główna Handlowa w Warszawie ;2018;Stacjonarne;I stopnia; 0.75 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Ekonomia ;4497,9; Szkoła Główna Handlowa w Warszawie ;2018;Stacjonarne;I stopnia; 0.68 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Zarządzanie ;3423,16; Szkoła Główna Handlowa w Warszawie ;2018;Stacjonarne;I stopnia; 0.66 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Międzynarodowe stosunki gospodarcze - k. unikatowy ;3205,23; Szkoła Główna Handlowa w Warszawie ;2018;Niestacjonarne;I stopnia; 0.61 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Międzynarodowe stosunki gospodarcze - k. unikatowy ;3163,95; Szkoła Główna Handlowa w Warszawie ;2018;Stacjonarne;I stopnia; 0.54 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Pedagogika ;2802,66; Uczelnia Jańskiego z siedzibą w Łomży ;2018;Stacjonarne;II stopnia; 0.66 ;Pierwszy prog;podlaskie;7,7;75;Kierunki społeczne
 Zarządzanie ;2670,28; Uczelnia Jańskiego z siedzibą w Łomży ;2018;Niestacjonarne;II stopnia; 0.62 ;Pierwszy prog;podlaskie;7,7;75;Kierunki ekonomiczne
 Pedagogika ;2591,93; Uczelnia Jańskiego z siedzibą w Łomży ;2018;Niestacjonarne;II stopnia; 0.59 ;Pierwszy prog;podlaskie;7,7;75;Kierunki społeczne
 Pedagogika ;2454,48; Uczelnia Jańskiego z siedzibą w Łomży ;2018;Niestacjonarne;I stopnia; 0.52 ;Pierwszy prog;podlaskie;7,7;75;Kierunki społeczne
 Zarządzanie ;2132,78; Uczelnia Jańskiego z siedzibą w Łomży ;2018;Niestacjonarne;I stopnia; 0.49 ;Pierwszy prog;podlaskie;7,7;75;Kierunki ekonomiczne
 Zarządzanie ;5777,84; Uczelnia Łazarskiego w Warszawie ;2018;Niestacjonarne;I stopnia; 1.12 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Stosunki międzynarodowe ;5541,36; Uczelnia Łazarskiego w Warszawie ;2018;Niestacjonarne;II stopnia; 1.09 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Ekonomia ;5504,14; Uczelnia Łazarskiego w Warszawie ;2018;Niestacjonarne;II stopnia; 1.02 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Ekonomia ;4372,52; Uczelnia Łazarskiego w Warszawie ;2018;Stacjonarne;II stopnia; 0.96 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Finanse i rachunkowość ;4688,32; Uczelnia Łazarskiego w Warszawie ;2018;Niestacjonarne;I stopnia; 0.8 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Administracja ;4335,79; Uczelnia Łazarskiego w Warszawie ;2018;Niestacjonarne;II stopnia; 0.78 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki społeczne
 Prawo ;4110,83; Uczelnia Łazarskiego w Warszawie ;2018;Niestacjonarne;Jednolite-magisterskie; 0.75 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki społeczne
 Ekonomia ;4327,01; Uczelnia Łazarskiego w Warszawie ;2018;Niestacjonarne;I stopnia; 0.65 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Administracja ;4123,9; Uczelnia Łazarskiego w Warszawie ;2018;Niestacjonarne;I stopnia; 0.65 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki społeczne
