kierunek;wynagrodzenie;uczelnia;rok;forma;poziom;wskaznik;binary;województwo;stopa_bezr;absolwenci
 Organizacja produkcji filmowej i telewizyjnej ;1197,14; Społeczna Akademia Nauk z siedzibą w Łodzi ;2018;Niestacjonarne;I stopnia;0,17;Pierwszy prog;łódzkie;6,1;75
 Analiza danych - big data ;8191,39; Szkoła Główna Handlowa w Warszawie ;2018;Niestacjonarne;II stopnia;1,66;Drugi prog;mazowieckie;4,9;113
 Finanse i rachunkowość ;7650,94; Szkoła Główna Handlowa w Warszawie ;2018;Stacjonarne;II stopnia;1,57;Drugi prog;mazowieckie;4,9;113
 Metody ilościowe w ekonomii i systemy informacyjne - k. unikatowy ;7137,17; Szkoła Główna Handlowa w Warszawie ;2018;Niestacjonarne;II stopnia;1,36;Drugi prog;mazowieckie;4,9;113
 Analiza danych - big data ;6954; Szkoła Główna Handlowa w Warszawie ;2018;Stacjonarne;II stopnia;1,33;Pierwszy prog;mazowieckie;4,9;113
 Zarządzanie ;6481,53; Szkoła Główna Handlowa w Warszawie ;2018;Niestacjonarne;II stopnia;1,25;Pierwszy prog;mazowieckie;4,9;113
 Finanse i rachunkowość ;6477,4; Szkoła Główna Handlowa w Warszawie ;2018;Stacjonarne;II stopnia;1,25;Pierwszy prog;mazowieckie;4,9;113
 Metody ilościowe w ekonomii i systemy informacyjne - k. unikatowy ;6547,51; Szkoła Główna Handlowa w Warszawie ;2018;Stacjonarne;II stopnia;1,24;Pierwszy prog;mazowieckie;4,9;113
 E-biznes ;6217,63; Szkoła Główna Handlowa w Warszawie ;2018;Niestacjonarne;II stopnia;1,14;Pierwszy prog;mazowieckie;4,9;113
 Finanse i rachunkowość ;5903,99; Szkoła Główna Handlowa w Warszawie ;2018;Niestacjonarne;II stopnia;1,14;Pierwszy prog;mazowieckie;4,9;113
 Międzynarodowe stosunki gospodarcze - k. unikatowy ;5937,99; Szkoła Główna Handlowa w Warszawie ;2018;Stacjonarne;II stopnia;1,01;Pierwszy prog;mazowieckie;4,9;113
 Zarządzanie ;5502,73; Szkoła Główna Handlowa w Warszawie ;2018;Stacjonarne;II stopnia;0,97;Pierwszy prog;mazowieckie;4,9;113
 Ekonomia ;5707,62; Szkoła Główna Handlowa w Warszawie ;2018;Stacjonarne;II stopnia;0,96;Pierwszy prog;mazowieckie;4,9;113
 E-biznes ;5523,62; Szkoła Główna Handlowa w Warszawie ;2018;Stacjonarne;II stopnia;0,95;Pierwszy prog;mazowieckie;4,9;113
 Ekonomiczna analiza prawa - k. unikatowy ;5461,95; Szkoła Główna Handlowa w Warszawie ;2018;Stacjonarne;II stopnia;0,94;Pierwszy prog;mazowieckie;4,9;113
 Makrokierunek - International Business ;5005,47; Szkoła Główna Handlowa w Warszawie ;2018;Stacjonarne;II stopnia;0,93;Pierwszy prog;mazowieckie;4,9;113
 Metody ilościowe w ekonomii i systemy informacyjne - k. unikatowy ;4270,23; Szkoła Główna Handlowa w Warszawie ;2018;Niestacjonarne;I stopnia;0,9;Pierwszy prog;mazowieckie;4,9;113
 Zarządzanie ;4533,63; Szkoła Główna Handlowa w Warszawie ;2018;Niestacjonarne;I stopnia;0,86;Pierwszy prog;mazowieckie;4,9;113
 Ekonomia ;5535,3; Szkoła Główna Handlowa w Warszawie ;2018;Niestacjonarne;II stopnia;0,84;Pierwszy prog;mazowieckie;4,9;113
 Finanse i rachunkowość ;4569,29; Szkoła Główna Handlowa w Warszawie ;2018;Niestacjonarne;I stopnia;0,81;Pierwszy prog;mazowieckie;4,9;113
 Metody ilościowe w ekonomii i systemy informacyjne - k. unikatowy ;4398,49; Szkoła Główna Handlowa w Warszawie ;2018;Stacjonarne;I stopnia;0,77;Pierwszy prog;mazowieckie;4,9;113
 Finanse i rachunkowość ;4223,16; Szkoła Główna Handlowa w Warszawie ;2018;Stacjonarne;I stopnia;0,76;Pierwszy prog;mazowieckie;4,9;113
 Globalny biznes, finanse i zarządzanie (governance) ;4381,74; Szkoła Główna Handlowa w Warszawie ;2018;Stacjonarne;I stopnia;0,75;Pierwszy prog;mazowieckie;4,9;113
 Ekonomia ;4497,9; Szkoła Główna Handlowa w Warszawie ;2018;Stacjonarne;I stopnia;0,68;Pierwszy prog;mazowieckie;4,9;113
 Zarządzanie ;3423,16; Szkoła Główna Handlowa w Warszawie ;2018;Stacjonarne;I stopnia;0,66;Pierwszy prog;mazowieckie;4,9;113
 Międzynarodowe stosunki gospodarcze - k. unikatowy ;3205,23; Szkoła Główna Handlowa w Warszawie ;2018;Niestacjonarne;I stopnia;0,61;Pierwszy prog;mazowieckie;4,9;113
 Międzynarodowe stosunki gospodarcze - k. unikatowy ;3163,95; Szkoła Główna Handlowa w Warszawie ;2018;Stacjonarne;I stopnia;0,54;Pierwszy prog;mazowieckie;4,9;113
 Pedagogika ;2802,66; Uczelnia Jańskiego z siedzibą w Łomży ;2018;Stacjonarne;II stopnia;0,66;Pierwszy prog;podlaskie;7,7;75
 Zarządzanie ;2670,28; Uczelnia Jańskiego z siedzibą w Łomży ;2018;Niestacjonarne;II stopnia;0,62;Pierwszy prog;podlaskie;7,7;75
 Pedagogika ;2591,93; Uczelnia Jańskiego z siedzibą w Łomży ;2018;Niestacjonarne;II stopnia;0,59;Pierwszy prog;podlaskie;7,7;75
 Pedagogika ;2454,48; Uczelnia Jańskiego z siedzibą w Łomży ;2018;Niestacjonarne;I stopnia;0,52;Pierwszy prog;podlaskie;7,7;75
 Zarządzanie ;2132,78; Uczelnia Jańskiego z siedzibą w Łomży ;2018;Niestacjonarne;I stopnia;0,49;Pierwszy prog;podlaskie;7,7;75
 Zarządzanie ;5777,84; Uczelnia Łazarskiego w Warszawie ;2018;Niestacjonarne;I stopnia;1,12;Pierwszy prog;mazowieckie;4,9;113
 Stosunki międzynarodowe ;5541,36; Uczelnia Łazarskiego w Warszawie ;2018;Niestacjonarne;II stopnia;1,09;Pierwszy prog;mazowieckie;4,9;113
 Ekonomia ;5504,14; Uczelnia Łazarskiego w Warszawie ;2018;Niestacjonarne;II stopnia;1,02;Pierwszy prog;mazowieckie;4,9;113
 Ekonomia ;4372,52; Uczelnia Łazarskiego w Warszawie ;2018;Stacjonarne;II stopnia;0,96;Pierwszy prog;mazowieckie;4,9;113
 Finanse i rachunkowość ;4688,32; Uczelnia Łazarskiego w Warszawie ;2018;Niestacjonarne;I stopnia;0,8;Pierwszy prog;mazowieckie;4,9;113
 Administracja ;4335,79; Uczelnia Łazarskiego w Warszawie ;2018;Niestacjonarne;II stopnia;0,78;Pierwszy prog;mazowieckie;4,9;113
 Prawo ;4110,83; Uczelnia Łazarskiego w Warszawie ;2018;Niestacjonarne;Jednolite-magisterskie;0,75;Pierwszy prog;mazowieckie;4,9;113
 Ekonomia ;4327,01; Uczelnia Łazarskiego w Warszawie ;2018;Niestacjonarne;I stopnia;0,65;Pierwszy prog;mazowieckie;4,9;113
 Administracja ;4123,9; Uczelnia Łazarskiego w Warszawie ;2018;Niestacjonarne;I stopnia;0,65;Pierwszy prog;mazowieckie;4,9;113
 Stosunki międzynarodowe ;3549,67; Uczelnia Łazarskiego w Warszawie ;2018;Stacjonarne;II stopnia;0,53;Pierwszy prog;mazowieckie;4,9;113
 Ekonomia ;3347,95; Uczelnia Łazarskiego w Warszawie ;2018;Stacjonarne;I stopnia;0,52;Pierwszy prog;mazowieckie;4,9;113
 Prawo ;3116,43; Uczelnia Łazarskiego w Warszawie ;2018;Stacjonarne;Jednolite-magisterskie;0,51;Pierwszy prog;mazowieckie;4,9;113
 Zarządzanie ;3210; Uczelnia Łazarskiego w Warszawie ;2018;Stacjonarne;I stopnia;0,5;Pierwszy prog;mazowieckie;4,9;113
 Stosunki międzynarodowe ;3095,83; Uczelnia Łazarskiego w Warszawie ;2018;Stacjonarne;I stopnia;0,48;Pierwszy prog;mazowieckie;4,9;113
 Finanse i rachunkowość ;4568,11; Uczelnia Techniczno-Handlowa im. Heleny Chodkowskiej ;2018;Niestacjonarne;II stopnia;0,99;Pierwszy prog;mazowieckie;4,9;113
 Zarządzanie ;4360,43; Uczelnia Techniczno-Handlowa im. Heleny Chodkowskiej ;2018;Niestacjonarne;I stopnia;0,93;Pierwszy prog;mazowieckie;4,9;113
 Budownictwo ;5347,45; Uczelnia Techniczno-Handlowa im. Heleny Chodkowskiej ;2018;Niestacjonarne;I stopnia;0,88;Pierwszy prog;mazowieckie;4,9;113
 Transport ;4290,6; Uczelnia Techniczno-Handlowa im. Heleny Chodkowskiej ;2018;Niestacjonarne;I stopnia;0,84;Pierwszy prog;mazowieckie;4,9;113
 Zarządzanie ;4225,08; Uczelnia Techniczno-Handlowa im. Heleny Chodkowskiej ;2018;Niestacjonarne;II stopnia;0,8;Pierwszy prog;mazowieckie;4,9;113
 Zarządzanie ;3387,57; Uczelnia Techniczno-Handlowa im. Heleny Chodkowskiej ;2018;Niestacjonarne;I stopnia;0,77;Pierwszy prog;mazowieckie;4,9;113
 Finanse i rachunkowość ;3952,11; Uczelnia Techniczno-Handlowa im. Heleny Chodkowskiej ;2018;Niestacjonarne;I stopnia;0,76;Pierwszy prog;mazowieckie;4,9;113
 Stosunki międzynarodowe ;3808,81; Uczelnia Techniczno-Handlowa im. Heleny Chodkowskiej ;2018;Niestacjonarne;I stopnia;0,72;Pierwszy prog;mazowieckie;4,9;113
 Bezpieczeństwo wewnętrzne ;3583,29; Uczelnia Techniczno-Handlowa im. Heleny Chodkowskiej ;2018;Niestacjonarne;II stopnia;0,7;Pierwszy prog;mazowieckie;4,9;113
 Bezpieczeństwo wewnętrzne ;3453,41; Uczelnia Techniczno-Handlowa im. Heleny Chodkowskiej ;2018;Niestacjonarne;I stopnia;0,66;Pierwszy prog;mazowieckie;4,9;113
 Zarządzanie ;3523,82; Uczelnia Techniczno-Handlowa im. Heleny Chodkowskiej ;2018;Stacjonarne;I stopnia;0,61;Pierwszy prog;mazowieckie;4,9;113
 Bezpieczeństwo wewnętrzne ;2999,94; Uczelnia Techniczno-Handlowa im. Heleny Chodkowskiej ;2018;Stacjonarne;I stopnia;0,54;Pierwszy prog;mazowieckie;4,9;113
 Transport ;1911,64; Uczelnia Techniczno-Handlowa im. Heleny Chodkowskiej ;2018;Stacjonarne;I stopnia;0,4;Pierwszy prog;mazowieckie;4,9;113
 Stosunki międzynarodowe ;1552,82; Uczelnia Techniczno-Handlowa im. Heleny Chodkowskiej ;2018;Stacjonarne;I stopnia;0,29;Pierwszy prog;mazowieckie;4,9;113
 Budownictwo ;4839,42; Uczelnia Warszawska im. Marii Skłodowskiej-Curie w Warszawie ;2018;Niestacjonarne;I stopnia;1,06;Pierwszy prog;mazowieckie;4,9;113
 Informatyka ;4870,2; Uczelnia Warszawska im. Marii Skłodowskiej-Curie w Warszawie ;2018;Niestacjonarne;I stopnia;1,03;Pierwszy prog;mazowieckie;4,9;113
 Pielęgniarstwo ;4589,68; Uczelnia Warszawska im. Marii Skłodowskiej-Curie w Warszawie ;2018;Stacjonarne;I stopnia;0,9;Pierwszy prog;mazowieckie;4,9;113
 Ratownictwo medyczne ;3953,47; Uczelnia Warszawska im. Marii Skłodowskiej-Curie w Warszawie ;2018;Niestacjonarne;I stopnia;0,84;Pierwszy prog;mazowieckie;4,9;113
 Ekonomia ;3748; Uczelnia Warszawska im. Marii Skłodowskiej-Curie w Warszawie ;2018;Niestacjonarne;II stopnia;0,7;Pierwszy prog;mazowieckie;4,9;113
 Geodezja i kartografia ;3158,84; Uczelnia Warszawska im. Marii Skłodowskiej-Curie w Warszawie ;2018;Niestacjonarne;I stopnia;0,7;Pierwszy prog;mazowieckie;4,9;113
 Ekonomia ;3686,7; Uczelnia Warszawska im. Marii Skłodowskiej-Curie w Warszawie ;2018;Niestacjonarne;I stopnia;0,69;Pierwszy prog;mazowieckie;4,9;113
 Pedagogika ;3375,37; Uczelnia Warszawska im. Marii Skłodowskiej-Curie w Warszawie ;2018;Niestacjonarne;II stopnia;0,62;Pierwszy prog;mazowieckie;4,9;113
 Turystyka i rekreacja ;3231,42; Uczelnia Warszawska im. Marii Skłodowskiej-Curie w Warszawie ;2018;Niestacjonarne;I stopnia;0,58;Pierwszy prog;mazowieckie;4,9;113
 Pedagogika ;2921,69; Uczelnia Warszawska im. Marii Skłodowskiej-Curie w Warszawie ;2018;Niestacjonarne;I stopnia;0,56;Pierwszy prog;mazowieckie;4,9;113
 Elektrotechnika ;2444,24; Uczelnia Warszawska im. Marii Skłodowskiej-Curie w Warszawie ;2018;Niestacjonarne;I stopnia;0,53;Pierwszy prog;mazowieckie;4,9;113
 Informatyka ;7799,43; Uniwersytet Ekonomiczny w Katowicach ;2018;Niestacjonarne;II stopnia;1,53;Drugi prog;śląskie;4,3;68
 Logistyka ;5317,16; Uniwersytet Ekonomiczny w Katowicach ;2018;Niestacjonarne;II stopnia;1,13;Pierwszy prog;śląskie;4,3;68
 Logistyka ;4807,81; Uniwersytet Ekonomiczny w Katowicach ;2018;Niestacjonarne;II stopnia;0,99;Pierwszy prog;śląskie;4,3;68
 Informatyka ;5298,29; Uniwersytet Ekonomiczny w Katowicach ;2018;Niestacjonarne;I stopnia;0,98;Pierwszy prog;śląskie;4,3;68
